56,52409,44860,47794,38553,42500
267,44832,38642,41258,46109,47803
401,41264,41238,41292,38937,53640
435,46235,38937,53640,52418,41238
486,44841,52418,46536,38937,40070
535,Error,Error,Error,Error,Error
631,46235,41238,53640,38937,41264
655,41264,47605,38937,52418,44841
802,46101,39996,47808,41222,53456
890,44832,41258,47803,42358,47824
1048,48480,52413,52426,42924,53471
1070,47605,38937,41264,43370,40070
1205,47803,41258,44832,42358,45267
1292,40070,52418,38937,41238,41264
1337,38937,44841,47605,52523,41292
1383,38937,47605,48485,44841,46235
1439,Error,Error,Error,Error,Error
1514,Error,Error,Error,Error,Error
1587,47853,44881,34452,47952,46102
1673,Error,Error,Error,Error,Error
1695,41258,47803,46109,44832,42358
1753,38937,52418,43461,46235,40070
1794,46235,38937,41238,48485,41292
1820,48485,46235,38937,47605,43370
1871,47824,53464,47803,41258,46109
1966,41258,47803,41320,52491,42358
2011,43384,41258,46109,42358,47803
2035,Error,Error,Error,Error,Error
2106,52766,41258,42358,47803,45267
2130,41258,46109,42358,47803,52766
2175,52491,42358,41258,38642,46109
2199,44816,41233,25511,40151,44896
2248,44832,52491,47824,41258,45267
2357,Error,Error,Error,Error,Error
2381,29851,37139,41296,46705,41282
2405,48485,52523,47605,38937,41264
2450,41238,47605,38937,41264,52418
2484,41292,47605,38937,48485,44841
2590,47605,52418,48485,41292,43370
2612,41264,41292,52418,38937,47605
2655,47605,46536,38937,44841,40070
2733,Error,Error,Error,Error,Error
2755,33084,42469,46095,41232,46094
2798,Error,Error,Error,Error,Error
2990,44841,38937,53520,53640,48485
3103,44832,47803,53464,41258,44987
3125,Error,Error,Error,Error,Error
3182,44832,41258,46109,53464,47803
3233,38642,47803,41258,42358,47824
3255,42358,47803,45267,41258,42051
3304,47803,44987,41258,52491,42358
3329,44987,42358,41258,46109,47824
3370,Error,Error,Error,Error,Error
3394,41258,42358,44832,38642,47803
3416,38642,41258,52660,53464,44832
3438,47803,41258,53464,47824,44832
3539,44832,47803,41258,53464,43384
3561,Error,Error,Error,Error,Error
3673,43370,38937,40070,47605,46235
3756,44841,38937,41264,52418,40070
78,44860,52441,52409,43344,53434
123,47794,38553,52409,53434,52441
145,52409,42500,47794,43045,52441
169,52409,43344,53434,47794,52441
200,44860,52409,47794,52441,41619
239,44927,52409,47794,41619,53475
299,46284,39996,46101,53456,47808
321,Error,Error,Error,Error,Error
342,47906,38557,46284,47808,46101
385,Error,Error,Error,Error,Error
471,52409,43344,44927,47794,38553
493,53475,38553,52409,53434,42500
540,52409,52441,47794,44860,43045
564,52409,44927,38553,53434,53475
641,Error,Error,Error,Error,Error
663,46101,41332,47808,47852,47906
731,52409,43344,44860,38553,47794
755,52409,44927,42500,38553,41619
851,46101,41222,45268,46284,47906
875,46101,38557,53456,45268,46284
924,46101,53180,38557,52500,46284
973,46101,53456,41222,46284,47906
1167,Error,Error,Error,Error,Error
1191,Error,Error,Error,Error,Error
1213,Error,Error,Error,Error,Error
1267,Error,Error,Error,Error,Error
1305,30869,47853,34452,44881,52465
1340,52409,47835,42500,38553,46322
1420,46101,53180,42721,45268,52514
1442,Error,Error,Error,Error,Error
1463,Error,Error,Error,Error,Error
1484,46101,39996,45268,47906,41222
1684,52409,52441,53434,44927,43344
