169,Error,Error,Error,Error,Error
209,53430,39954,38696,45785,52733
276,44860,52409,42500,38553,43045
329,47794,52409,43344,44860,38553
351,52409,42500,38553,53475,41619
449,41246,45321,41293,53496,46367
549,52733,52450,53430,39954,38696
599,53430,52733,45281,38696,44846
621,Error,Error,Error,Error,Error
766,44860,41619,52409,47835,43495
788,52409,38553,53434,41619,47794
893,47818,53430,44978,44846,52733
957,Error,Error,Error,Error,Error
981,Error,Error,Error,Error,Error
1021,52409,44927,38553,53434,43495
1060,52733,53430,42410,38696,45785
1151,Error,Error,Error,Error,Error
1217,39954,53430,52733,45785,41939
1262,Error,Error,Error,Error,Error
1409,47794,43045,52409,43495,43344
1452,53430,41939,47818,42302,38696
1531,53430,52524,44846,47818,41322
1570,53430,52450,38696,39954,47818
1769,38553,47794,41619,52409,44860
1791,Error,Error,Error,Error,Error
1836,44860,52409,43495,41619,47794
1934,53430,52450,45785,52733,41939
2023,Error,Error,Error,Error,Error
2080,47794,43344,52409,44860,38553
2193,52461,48513,47805,52553,52429
2387,53430,52733,52524,47818,42302
2483,Error,Error,Error,Error,Error
2505,Error,Error,Error,Error,Error
2555,41322,45281,53430,44846,52524
2579,46226,38632,47885,52430,46131
2608,47818,41322,53430,52524,52733
2651,Error,Error,Error,Error,Error
2799,41619,43045,52409,43344,53475
2867,41619,38553,53475,52409,43344
2891,52409,43344,42500,38553,41619
2936,41619,53475,52409,38553,48471
2960,52409,43495,44860,47835,43045
2982,47794,41619,52409,42500,44860
3006,44860,52409,43344,38553,53434
3073,52733,38696,53430,44846,52450
3118,52733,53430,39954,52450,52524
3163,Error,Error,Error,Error,Error
3206,Error,Error,Error,Error,Error
3252,38553,52409,43045,44860,43344
3331,Error,Error,Error,Error,Error
3384,Error,Error,Error,Error,Error
3431,52409,42500,44927,43344,48471
3504,Error,Error,Error,Error,Error
76,Error,Error,Error,Error,Error
142,Error,Error,Error,Error,Error
208,Error,Error,Error,Error,Error
253,33084,46095,48374,42469,47797
293,Error,Error,Error,Error,Error
317,47797,42469,47814,33084,46094
367,33084,41232,47797,53497,42469
389,52486,46095,48374,33084,47797
473,Error,Error,Error,Error,Error
495,Error,Error,Error,Error,Error
566,Error,Error,Error,Error,Error
667,Error,Error,Error,Error,Error
864,Error,Error,Error,Error,Error
913,Error,Error,Error,Error,Error
959,46094,44953,46095,33084,48374
1032,47814,33084,48374,47797,46094
1056,33084,46095,42469,41232,46094
1158,Error,Error,Error,Error,Error
1187,Error,Error,Error,Error,Error
1246,Error,Error,Error,Error,Error
1293,Error,Error,Error,Error,Error
1315,Error,Error,Error,Error,Error
1424,Error,Error,Error,Error,Error
1446,Error,Error,Error,Error,Error
1470,Error,Error,Error,Error,Error
1514,Error,Error,Error,Error,Error
1632,Error,Error,Error,Error,Error
1661,Error,Error,Error,Error,Error
1790,33084,47814,46095,47797,52486
1812,42445,52494,46076,38947,53522
1868,52486,46095,33084,53433,53497
1890,41232,46095,33084,46094,48374
1963,52486,33084,47797,53433,47814
1985,46094,33084,46095,48374,39975
2014,39975,33084,47814,53433,46094
2043,41232,47814,47797,33084,46095
2138,52486,33084,41232,43429,46095
2316,33084,52486,48374,37234,41808
2340,47797,33084,37234,46095,42469
2394,47797,53433,33084,47814,52486
2435,33084,46095,53433,39975,53497
2530,33084,53433,46094,46095,48374
2562,Error,Error,Error,Error,Error
2610,Error,Error,Error,Error,Error
2658,Error,Error,Error,Error,Error
2680,Error,Error,Error,Error,Error
2757,Error,Error,Error,Error,Error
2921,33084,46094,48374,53497,52486
2964,Error,Error,Error,Error,Error
3009,41232,52486,33084,47797,53433
3033,42469,47814,33084,46095,41232
3114,52486,33084,42469,48374,41808
3136,33084,47797,39975,46094,47814
3267,52486,42469,33084,41232,46095
3323,Error,Error,Error,Error,Error
3373,Error,Error,Error,Error,Error
3511,41232,43429,48374,33084,42469
3606,Error,Error,Error,Error,Error
3642,Error,Error,Error,Error,Error
3687,Error,Error,Error,Error,Error
3708,Error,Error,Error,Error,Error
