gameId,playId,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11
2021090900,97,25511.0,35481.0,35634.0,39985.0,40151.0,41233.0,42377.0,42404.0,44896.0,46163.0,52421.0
2021090900,137,37082.0,42347.0,42654.0,43293.0,43424.0,45532.0,46119.0,46206.0,47873.0,52425.0,52554.0
2021090900,187,37082.0,42347.0,42654.0,43424.0,45532.0,46119.0,46150.0,46206.0,47873.0,52425.0,52554.0
2021090900,282,37082.0,42347.0,42654.0,43424.0,45532.0,46119.0,46206.0,47873.0,47911.0,52425.0,52554.0
2021090900,349,37082.0,42347.0,42654.0,43293.0,43424.0,46119.0,46150.0,46206.0,47873.0,52425.0,52554.0
2021090900,410,25511.0,35481.0,35634.0,40151.0,41233.0,42377.0,42404.0,44896.0,46107.0,46163.0,52421.0
2021090900,434,25511.0,35481.0,35634.0,40151.0,41233.0,42377.0,42404.0,44816.0,44896.0,46163.0,52421.0
2021090900,456,25511.0,35481.0,35634.0,40151.0,41233.0,42377.0,42404.0,44816.0,44896.0,46163.0,52421.0
2021090900,480,25511.0,35481.0,35634.0,40151.0,41233.0,42377.0,42404.0,44816.0,44896.0,46163.0,52421.0
2021090900,509,25511.0,35481.0,35634.0,40151.0,41233.0,42377.0,42404.0,44816.0,44896.0,46163.0,52421.0
2021090900,559,25511.0,35481.0,40151.0,42377.0,42404.0,44816.0,44831.0,44896.0,46163.0,47991.0,52421.0
2021090900,583,25511.0,35481.0,35634.0,40151.0,41233.0,42377.0,42404.0,44816.0,44896.0,46163.0,52421.0
2021090900,687,37082.0,42347.0,42654.0,43293.0,43424.0,45532.0,46119.0,46150.0,46206.0,47873.0,52554.0
2021090900,735,37082.0,42347.0,42654.0,43293.0,43424.0,45532.0,46119.0,46150.0,47873.0,52425.0,52554.0
2021090900,764,37082.0,42347.0,42654.0,43293.0,43424.0,45532.0,46119.0,46150.0,47873.0,52425.0,52554.0
