95,34452,46180,43399,47952,46102
165,34452,39989,47952,43399,47853
227,52622,38605,43460,46189,43447
272,42412,38605,43460,52622,48119
301,38605,43460,42412,43447,46189
372,46102,46180,34452,47853,30869
417,47853,34452,33130,44881,43399
523,45056,43460,38605,42412,46189
545,47847,38605,52541,43460,33107
599,33107,43460,38605,52552,43447
734,47952,34452,30869,43399,39989
780,Error,Error,Error,Error,Error
799,46102,34452,39989,44881,43399
823,34452,44881,39989,46100,47952
893,47853,34452,46102,43399,30869
920,45635,29851,41296,52600,44068
988,43447,38605,43460,46189,45056
1014,45094,47853,43399,46102,34452
1036,30869,47853,33130,34452,46102
1143,52477,46189,38605,52541,33107
1205,52477,45056,38605,43447,41310
1336,45094,34452,46100,42400,46180
1381,Error,Error,Error,Error,Error
1405,46100,34452,52465,46102,30869
1492,Error,Error,Error,Error,Error
1649,38605,47847,42412,33107,52477
1694,38605,52622,47847,52552,46189
1727,33107,45056,38605,47847,43447
1775,Error,Error,Error,Error,Error
1828,38605,52552,52622,33107,43447
1939,38605,52541,46189,33107,43447
1984,38605,48119,52541,33107,43460
2051,42412,38605,43460,43447,45056
2110,47853,34452,44881,39989,47952
2139,42400,39989,34452,44881,30869
2161,44881,47853,39989,34452,30869
2185,47853,34452,30869,42400,33130
2207,39989,34452,47853,33130,43399
2229,Error,Error,Error,Error,Error
2353,38605,42412,47847,45056,52477
2432,34452,47853,46102,42400,30869
2466,47853,34452,44881,30869,46180
2490,34452,47853,46180,43399,44881
2540,Error,Error,Error,Error,Error
2617,43447,38605,47847,45056,52541
2641,Error,Error,Error,Error,Error
2748,47853,44881,34452,43399,30869
2833,30869,34452,44881,47853,39989
2906,Error,Error,Error,Error,Error
2939,Error,Error,Error,Error,Error
2963,Error,Error,Error,Error,Error
3008,Error,Error,Error,Error,Error
3029,46131,52584,52466,38632,40488
3095,Error,Error,Error,Error,Error
3119,Error,Error,Error,Error,Error
3206,47952,46100,30869,34452,52465
3230,30869,34452,52465,46100,47952
3275,43584,43290,43453,53436,52443
3373,Error,Error,Error,Error,Error
3425,Error,Error,Error,Error,Error
3447,Error,Error,Error,Error,Error
3471,Error,Error,Error,Error,Error
3495,Error,Error,Error,Error,Error
3562,Error,Error,Error,Error,Error
3584,Error,Error,Error,Error,Error
3606,Error,Error,Error,Error,Error
3800,Error,Error,Error,Error,Error
3841,Error,Error,Error,Error,Error
